month,region,category,sales,profit,result_type,profit_margin,source_year,sales_growth_assumption,margin_improvement_assumption,forecast_method
2025-03-01,South,Technology,1483.936,67.2511,Actual,0.045319,2025,,,Source actual
2025-03-01,West,Furniture,3865.81,269.3554,Actual,0.069676,2025,,,Source actual
2025-03-01,West,Office Supplies,6398.275,355.3524,Actual,0.055539,2025,,,Source actual
2025-03-01,West,Technology,8537.846,780.2307,Actual,0.091385,2025,,,Source actual
2025-04-01,Central,Furniture,2233.828,202.2254,Actual,0.090529,2025,,,Source actual
2025-04-01,Central,Office Supplies,3377.474,-1977.2265,Actual,-0.585416,2025,,,Source actual
2025-04-01,Central,Technology,1851.05,430.7351,Actual,0.232698,2025,,,Source actual
2025-04-01,East,Furniture,3097.364,449.6786,Actual,0.145181,2025,,,Source actual
2025-04-01,East,Office Supplies,3995.272,386.9161,Actual,0.096843,2025,,,Source actual
2025-04-01,East,Technology,10747.332,2701.899,Actual,0.251402,2025,,,Source actual
2025-04-01,South,Furniture,963.524,219.6006,Actual,0.227914,2025,,,Source actual
2025-04-01,South,Office Supplies,1049.992,49.375,Actual,0.047024,2025,,,Source actual
2025-04-01,South,Technology,952.194,157.8535,Actual,0.165779,2025,,,Source actual
2025-04-01,West,Furniture,6996.494,-492.8252,Actual,-0.070439,2025,,,Source actual
2025-04-01,West,Office Supplies,2224.709,440.4533,Actual,0.197982,2025,,,Source actual
2025-04-01,West,Technology,1339.926,422.976,Actual,0.315671,2025,,,Source actual
2025-05-01,Central,Furniture,4610.925,438.5692,Actual,0.095115,2025,,,Source actual
2025-05-01,Central,Office Supplies,4327.498,718.8106,Actual,0.166103,2025,,,Source actual
2025-05-01,Central,Technology,2805.542,219.4683,Actual,0.078227,2025,,,Source actual
2025-05-01,East,Furniture,1646.214,333.1493,Actual,0.202373,2025,,,Source actual
2025-05-01,East,Office Supplies,4334.66,605.421,Actual,0.13967,2025,,,Source actual
2025-05-01,East,Technology,16663.519,2607.8923,Actual,0.156503,2025,,,Source actual
2025-05-01,South,Furniture,3982.04,444.2456,Actual,0.111562,2025,,,Source actual
2025-05-01,South,Office Supplies,3273.603,748.7224,Actual,0.228715,2025,,,Source actual
2025-05-01,South,Technology,4704.59,1076.1162,Actual,0.228738,2025,,,Source actual
2025-05-01,West,Furniture,4920.546,626.0698,Actual,0.127236,2025,,,Source actual
2025-05-01,West,Office Supplies,1114.661,321.5384,Actual,0.288463,2025,,,Source actual
2025-05-01,West,Technology,4659.04,536.6933,Actual,0.115194,2025,,,Source actual
2025-06-01,Central,Furniture,2419.783,-460.6923,Actual,-0.190386,2025,,,Source actual
2025-06-01,Central,Office Supplies,1419.718,283.6738,Actual,0.19981,2025,,,Source actual
2025-06-01,Central,Technology,2713.647,366.9489,Actual,0.135224,2025,,,Source actual
2025-06-01,East,Furniture,2923.032,-212.2113,Actual,-0.0726,2025,,,Source actual
2025-06-01,East,Office Supplies,6924.428,1344.2743,Actual,0.194135,2025,,,Source actual
2025-06-01,East,Technology,2482.56,642.4323,Actual,0.258778,2025,,,Source actual
2025-06-01,South,Furniture,1266.86,291.3778,Actual,0.23,2025,,,Source actual
2025-06-01,South,Office Supplies,717.276,172.9593,Actual,0.241134,2025,,,Source actual
2025-06-01,South,Technology,1471.749,222.1003,Actual,0.150909,2025,,,Source actual
2025-06-01,West,Furniture,6621.247,337.0086,Actual,0.050898,2025,,,Source actual
2025-06-01,West,Office Supplies,2272.652,780.774,Actual,0.343552,2025,,,Source actual
2025-06-01,West,Technology,9704.196,1157.6737,Actual,0.119296,2025,,,Source actual
2025-07-01,Central,Furniture,1998.378,-275.6518,Actual,-0.137938,2025,,,Source actual
2025-07-01,Central,Office Supplies,5233.626,666.6794,Actual,0.127384,2025,,,Source actual
2025-07-01,Central,Technology,2700.996,541.9933,Actual,0.200664,2025,,,Source actual
2025-07-01,East,Furniture,1622.704,74.7364,Actual,0.046057,2025,,,Source actual
2025-07-01,East,Office Supplies,3703.384,-411.5994,Actual,-0.111141,2025,,,Source actual
2025-07-01,East,Technology,3198.109,45.5897,Actual,0.014255,2025,,,Source actual
2025-07-01,South,Furniture,3677.04,646.0774,Actual,0.175706,2025,,,Source actual
2025-07-01,South,Office Supplies,1690.964,360.2331,Actual,0.213034,2025,,,Source actual
2025-07-01,South,Technology,1194.415,-34.5168,Actual,-0.028898,2025,,,Source actual
2025-07-01,West,Furniture,5818.013,597.3165,Actual,0.102667,2025,,,Source actual
2025-07-01,West,Office Supplies,3287.39,632.0807,Actual,0.192274,2025,,,Source actual
2025-07-01,West,Technology,6175.48,1716.9442,Actual,0.278026,2025,,,Source actual
2025-08-01,Central,Furniture,1908.3928,24.4204,Actual,0.012796,2025,,,Source actual
2025-08-01,Central,Office Supplies,1829.908,-146.0471,Actual,-0.079811,2025,,,Source actual
2025-08-01,Central,Technology,3244.254,317.5291,Actual,0.097874,2025,,,Source actual
2025-08-01,East,Furniture,3199.849,-723.1316,Actual,-0.225989,2025,,,Source actual
2025-08-01,East,Office Supplies,5135.712,1359.9047,Actual,0.264794,2025,,,Source actual
2025-08-01,East,Technology,1530.836,30.1792,Actual,0.019714,2025,,,Source actual
2025-08-01,South,Furniture,1083.9285,-145.9031,Actual,-0.134606,2025,,,Source actual
2025-08-01,South,Office Supplies,1143.774,228.364,Actual,0.199658,2025,,,Source actual
2025-08-01,South,Technology,822.308,90.1486,Actual,0.109629,2025,,,Source actual
2025-08-01,West,Furniture,6291.062,350.4686,Actual,0.055709,2025,,,Source actual
2025-08-01,West,Office Supplies,1451.786,442.3997,Actual,0.304728,2025,,,Source actual
2025-08-01,West,Technology,4075.004,489.1668,Actual,0.120041,2025,,,Source actual
2025-09-01,Central,Furniture,8933.4534,-865.0872,Actual,-0.096837,2025,,,Source actual
2025-09-01,Central,Office Supplies,4310.474,-284.3088,Actual,-0.065958,2025,,,Source actual
2025-09-01,Central,Technology,4259.278,585.8064,Actual,0.137537,2025,,,Source actual
2025-09-01,East,Furniture,6028.317,640.6925,Actual,0.10628,2025,,,Source actual
2025-09-01,East,Office Supplies,11748.799,2233.3617,Actual,0.190093,2025,,,Source actual
2025-09-01,East,Technology,2533.046,315.6023,Actual,0.124594,2025,,,Source actual
2025-09-01,South,Furniture,4581.106,513.0952,Actual,0.112002,2025,,,Source actual
2025-09-01,South,Office Supplies,2793.581,504.5621,Actual,0.180615,2025,,,Source actual
2025-09-01,South,Technology,4648.764,1429.9847,Actual,0.307605,2025,,,Source actual
2025-09-01,West,Furniture,7783.9725,433.892,Actual,0.055742,2025,,,Source actual
2025-09-01,West,Office Supplies,4458.554,1281.8822,Actual,0.287511,2025,,,Source actual
2025-09-01,West,Technology,11442.318,2580.62,Actual,0.225533,2025,,,Source actual
2025-10-01,Central,Furniture,841.766,-113.9755,Actual,-0.1354,2025,,,Source actual
2025-10-01,Central,Office Supplies,4757.044,1577.6819,Actual,0.331652,2025,,,Source actual
2025-10-01,Central,Technology,20370.318,9307.7443,Actual,0.456927,2025,,,Source actual
2025-10-01,East,Furniture,5347.681,176.231,Actual,0.032955,2025,,,Source actual
2025-10-01,East,Office Supplies,2868.656,693.2389,Actual,0.24166,2025,,,Source actual
2025-10-01,East,Technology,6849.128,2812.1405,Actual,0.410584,2025,,,Source actual
2025-10-01,South,Furniture,828.696,182.7558,Actual,0.220534,2025,,,Source actual
2025-10-01,South,Office Supplies,1237.218,78.2627,Actual,0.063257,2025,,,Source actual
2025-10-01,South,Technology,1099.32,122.109,Actual,0.111077,2025,,,Source actual
2025-10-01,West,Furniture,4870.426,-392.6698,Actual,-0.080623,2025,,,Source actual
2025-10-01,West,Office Supplies,7539.66,2344.4597,Actual,0.31095,2025,,,Source actual
2025-10-01,West,Technology,3221.088,-531.1363,Actual,-0.164893,2025,,,Source actual
2025-11-01,Central,Furniture,8186.6948,-181.8532,Actual,-0.022213,2025,,,Source actual
2025-11-01,Central,Office Supplies,4393.066,810.6147,Actual,0.184521,2025,,,Source actual
2025-11-01,Central,Technology,4330.556,841.9849,Actual,0.194429,2025,,,Source actual
2025-11-01,East,Furniture,6612.935,6.3118,Actual,0.000954,2025,,,Source actual
2025-11-01,East,Office Supplies,4456.892,578.4524,Actual,0.129788,2025,,,Source actual
2025-11-01,East,Technology,11912.262,-5427.0061,Actual,-0.455581,2025,,,Source actual
2025-11-01,South,Furniture,5835.253,29.4795,Actual,0.005052,2025,,,Source actual
2025-11-01,South,Office Supplies,4230.192,717.7393,Actual,0.169671,2025,,,Source actual
2025-11-01,South,Technology,5531.11,2193.0593,Actual,0.396495,2025,,,Source actual
2025-11-01,West,Furniture,11148.746,965.8707,Actual,0.086635,2025,,,Source actual
2025-11-01,West,Office Supplies,7407.128,2580.1186,Actual,0.348329,2025,,,Source actual
2025-11-01,West,Technology,5367.131,896.6356,Actual,0.167061,2025,,,Source actual
2025-12-01,Central,Furniture,10481.718,1380.4944,Actual,0.131705,2025,,,Source actual
2025-12-01,Central,Office Supplies,11256.023,5344.9111,Actual,0.474849,2025,,,Source actual
2025-12-01,Central,Technology,3597.58,555.8216,Actual,0.154499,2025,,,Source actual
2025-12-01,East,Furniture,9387.201,743.7225,Actual,0.079227,2025,,,Source actual
2025-12-01,East,Office Supplies,11917.317,3430.52,Actual,0.28786,2025,,,Source actual
2025-12-01,East,Technology,6747.766,1354.9369,Actual,0.200798,2025,,,Source actual
2025-12-01,South,Furniture,2683.944,656.7716,Actual,0.244704,2025,,,Source actual
2025-12-01,South,Office Supplies,5302.324,494.9754,Actual,0.093351,2025,,,Source actual
2025-12-01,South,Technology,2910.754,597.138,Actual,0.205149,2025,,,Source actual
2025-12-01,West,Furniture,14416.832,66.8864,Actual,0.004639,2025,,,Source actual
2025-12-01,West,Office Supplies,9734.156,2218.0507,Actual,0.227863,2025,,,Source actual
2025-12-01,West,Technology,9066.662,1082.0727,Actual,0.119346,2025,,,Source actual
2026-01-01,Central,Furniture,2230.009,-256.1772,Actual,-0.114877,2026,,,Source actual
2026-01-01,Central,Office Supplies,12704.288,1724.8842,Actual,0.135772,2026,,,Source actual
2026-01-01,Central,Technology,6756.359,1397.2275,Actual,0.206802,2026,,,Source actual
2026-01-01,East,Furniture,1278.841,-2.8611,Actual,-0.002237,2026,,,Source actual
2026-01-01,East,Office Supplies,2985.375,327.0101,Actual,0.109537,2026,,,Source actual
2026-01-01,East,Technology,1406.908,122.9204,Actual,0.087369,2026,,,Source actual
2026-01-01,South,Furniture,481.856,-43.6488,Actual,-0.090585,2026,,,Source actual
2026-01-01,South,Office Supplies,578.2,9.7053,Actual,0.016785,2026,,,Source actual
2026-01-01,South,Technology,3755.534,744.2458,Actual,0.198173,2026,,,Source actual
2026-01-01,West,Furniture,2038.506,290.6769,Actual,0.142593,2026,,,Source actual
2026-01-01,West,Office Supplies,5019.586,1203.9571,Actual,0.239852,2026,,,Source actual
2026-01-01,West,Technology,5023.752,1713.6989,Actual,0.341119,2026,,,Source actual
2026-02-01,Central,Furniture,1204.4604,-327.3723,Actual,-0.2718,2026,,,Source actual
2026-02-01,Central,Office Supplies,1391.346,-608.0694,Actual,-0.437037,2026,,,Source actual
2026-02-01,Central,Technology,739.016,-63.7439,Actual,-0.086255,2026,,,Source actual
2026-02-01,East,Furniture,1773.896,-84.5436,Actual,-0.04766,2026,,,Source actual
2026-02-01,East,Office Supplies,1514.812,314.7335,Actual,0.207771,2026,,,Source actual
2026-02-01,East,Technology,1679.814,264.2632,Actual,0.157317,2026,,,Source actual
2026-02-01,South,Furniture,788.674,62.8532,Actual,0.079695,2026,,,Source actual
2026-02-01,South,Office Supplies,1365.038,399.065,Actual,0.292347,2026,,,Source actual
2026-02-01,South,Technology,29.16,8.4564,Actual,0.29,2026,,,Source actual
2026-02-01,West,Furniture,3099.307,150.0206,Actual,0.048405,2026,,,Source actual
2026-02-01,West,Office Supplies,3136.576,848.0962,Actual,0.270389,2026,,,Source actual
2026-02-01,West,Technology,3579.034,650.1131,Actual,0.181645,2026,,,Source actual
2026-03-01,Central,Furniture,7286.7988,641.7256,Actual,0.088067,2026,,,Source actual
2026-03-01,Central,Office Supplies,3236.214,347.2945,Actual,0.107315,2026,,,Source actual
2026-03-01,Central,Technology,4981.566,1065.6241,Actual,0.213913,2026,,,Source actual
2026-03-01,East,Furniture,1811.856,109.4536,Actual,0.06041,2026,,,Source actual
2026-03-01,East,Office Supplies,2637.156,772.7857,Actual,0.293038,2026,,,Source actual
2026-03-01,East,Technology,3864.172,372.3681,Actual,0.096364,2026,,,Source actual
2026-03-01,South,Furniture,353.1,84.04,Actual,0.238006,2026,,,Source actual
2026-03-01,South,Office Supplies,2059.42,479.5158,Actual,0.23284,2026,,,Source actual
2026-03-01,South,Technology,4231.2,1830.5183,Actual,0.432624,2026,,,Source actual
2026-03-01,West,Furniture,2917.234,323.3015,Actual,0.110825,2026,,,Source actual
2026-03-01,West,Office Supplies,6998.08,1219.8984,Actual,0.174319,2026,,,Source actual
2026-03-01,West,Technology,20351.684,7766.5654,Actual,0.381618,2026,,,Source actual
2026-04-01,Central,Furniture,1179.1316,30.9971,Actual,0.026288,2026,,,Source actual
2026-04-01,Central,Office Supplies,1521.1,-39.055,Actual,-0.025675,2026,,,Source actual
2026-04-01,Central,Technology,682.892,132.6421,Actual,0.194236,2026,,,Source actual
2026-04-01,East,Furniture,2745.156,225.7766,Actual,0.082245,2026,,,Source actual
2026-04-01,East,Office Supplies,6328.458,1069.7082,Actual,0.169031,2026,,,Source actual
2026-04-01,East,Technology,1157.292,-95.975,Actual,-0.082931,2026,,,Source actual
2026-04-01,South,Furniture,2846.9925,-320.5257,Actual,-0.112584,2026,,,Source actual
2026-04-01,South,Office Supplies,4553.877,1442.9978,Actual,0.316872,2026,,,Source actual
2026-04-01,South,Technology,2046.884,234.1787,Actual,0.114407,2026,,,Source actual
2026-04-01,West,Furniture,2552.178,290.4544,Actual,0.113806,2026,,,Source actual
2026-04-01,West,Office Supplies,2668.756,896.9505,Actual,0.336093,2026,,,Source actual
2026-04-01,West,Technology,8496.319,-2910.6197,Actual,-0.342574,2026,,,Source actual
2026-05-01,Central,Furniture,4559.9662,398.5394,Actual,0.0874,2026,,,Source actual
2026-05-01,Central,Office Supplies,5555.784,1082.3155,Actual,0.194809,2026,,,Source actual
2026-05-01,Central,Technology,1473.104,284.3367,Actual,0.193019,2026,,,Source actual
2026-05-01,East,Furniture,2419.448,-71.5198,Actual,-0.02956,2026,,,Source actual
2026-05-01,East,Office Supplies,2244.503,523.4261,Actual,0.233204,2026,,,Source actual
2026-05-01,East,Technology,1481.338,404.4478,Actual,0.273029,2026,,,Source actual
2026-05-01,South,Furniture,7056.576,37.1434,Actual,0.005264,2026,,,Source actual
2026-05-01,South,Office Supplies,2084.355,681.0355,Actual,0.326737,2026,,,Source actual
2026-05-01,South,Technology,1802.81,364.5579,Actual,0.202216,2026,,,Source actual
2026-05-01,West,Furniture,3446.82,-530.8715,Actual,-0.154018,2026,,,Source actual
2026-05-01,West,Office Supplies,3878.242,879.3889,Actual,0.226749,2026,,,Source actual
2026-05-01,West,Technology,9152.536,2247.0073,Actual,0.245507,2026,,,Source actual
2026-06-01,Central,Furniture,5340.7652,109.194,Actual,0.020445,2026,,,Source actual
2026-06-01,Central,Office Supplies,4775.696,649.8401,Actual,0.136072,2026,,,Source actual
2026-06-01,Central,Technology,2850.3,450.4623,Actual,0.15804,2026,,,Source actual
2026-06-01,East,Furniture,4832.552,10.8939,Actual,0.002254,2026,,,Source actual
2026-06-01,East,Office Supplies,4353.853,1028.8007,Actual,0.236297,2026,,,Source actual
2026-06-01,East,Technology,6049.172,2085.3002,Actual,0.344725,2026,,,Source actual
2026-06-01,South,Furniture,2301.988,192.574,Actual,0.083656,2026,,,Source actual
2026-06-01,South,Office Supplies,2497.754,425.1397,Actual,0.170209,2026,,,Source actual
2026-06-01,South,Technology,4134.178,514.8484,Actual,0.124535,2026,,,Source actual
2026-06-01,West,Furniture,6533.2815,592.3337,Actual,0.090664,2026,,,Source actual
2026-06-01,West,Office Supplies,5359.088,1298.4366,Actual,0.242287,2026,,,Source actual
2026-06-01,West,Technology,4027.45,888.7471,Actual,0.220672,2026,,,Source actual
2026-07-01,Central,Furniture,2964.624,-248.8826,Actual,-0.083951,2026,,,Source actual
2026-07-01,Central,Office Supplies,4215.128,753.9514,Actual,0.178868,2026,,,Source actual
2026-07-01,Central,Technology,2418.284,576.6015,Actual,0.238434,2026,,,Source actual
2026-07-01,East,Furniture,2821.529,128.656,Actual,0.045598,2026,,,Source actual
2026-07-01,East,Office Supplies,3226.86,831.6523,Actual,0.257728,2026,,,Source actual
2026-07-01,East,Technology,6273.434,157.8154,Actual,0.025156,2026,,,Source actual
2026-07-01,South,Furniture,2002.886,295.2547,Actual,0.147415,2026,,,Source actual
2026-07-01,South,Office Supplies,651.858,129.996,Actual,0.199424,2026,,,Source actual
2026-07-01,South,Technology,647.354,152.7017,Actual,0.235886,2026,,,Source actual
2026-07-01,West,Furniture,4686.863,224.1663,Actual,0.047829,2026,,,Source actual
2026-07-01,West,Office Supplies,2209.822,826.9948,Actual,0.374236,2026,,,Source actual
2026-07-01,West,Technology,13870.854,3177.5937,Actual,0.229084,2026,,,Source actual
2026-08-01,Central,Furniture,461.008,-79.4194,Actual,-0.172273,2026,,,Source actual
2026-08-01,Central,Office Supplies,2344.942,433.8099,Actual,0.184998,2026,,,Source actual
2026-08-01,Central,Technology,3447.044,176.9821,Actual,0.051343,2026,,,Source actual
2026-08-01,East,Furniture,8848.094,-544.115,Actual,-0.061495,2026,,,Source actual
2026-08-01,East,Office Supplies,10565.344,2597.1323,Actual,0.245816,2026,,,Source actual
2026-08-01,East,Technology,2353.898,577.0186,Actual,0.245133,2026,,,Source actual
2026-08-01,South,Furniture,1485.956,304.0524,Actual,0.204617,2026,,,Source actual
2026-08-01,South,Office Supplies,3298.146,-736.272,Actual,-0.223238,2026,,,Source actual
2026-08-01,South,Technology,5587.432,613.3575,Actual,0.109774,2026,,,Source actual
2026-08-01,West,Furniture,4646.816,641.721,Actual,0.138099,2026,,,Source actual
2026-08-01,West,Office Supplies,14860.29,4220.3045,Actual,0.283999,2026,,,Source actual
2026-08-01,West,Technology,6230.788,1283.5003,Actual,0.205993,2026,,,Source actual
2026-09-01,Central,Furniture,5034.307,-553.4614,Actual,-0.109938,2026,,,Source actual
2026-09-01,Central,Office Supplies,4572.416,-312.9779,Actual,-0.068449,2026,,,Source actual
2026-09-01,Central,Technology,7736.274,1996.9054,Actual,0.258122,2026,,,Source actual
2026-09-01,East,Furniture,10993.651,1420.5381,Actual,0.129214,2026,,,Source actual
2026-09-01,East,Office Supplies,8812.252,-353.8856,Actual,-0.040158,2026,,,Source actual
2026-09-01,East,Technology,12739.645,1476.6906,Actual,0.115913,2026,,,Source actual
2026-09-01,South,Furniture,1309.2,153.8498,Actual,0.117514,2026,,,Source actual
2026-09-01,South,Office Supplies,7391.076,2022.3802,Actual,0.273625,2026,,,Source actual
2026-09-01,South,Technology,1500.244,307.6314,Actual,0.205054,2026,,,Source actual
2026-09-01,West,Furniture,11759.478,536.3072,Actual,0.045606,2026,,,Source actual
2026-09-01,West,Office Supplies,11170.549,3515.0448,Actual,0.314671,2026,,,Source actual
2026-09-01,West,Technology,5045.44,841.7798,Actual,0.16684,2026,,,Source actual
2026-10-01,Central,Furniture,3364.6982,-727.8726,Actual,-0.216326,2026,,,Source actual
2026-10-01,Central,Office Supplies,4644.742,667.9262,Actual,0.143803,2026,,,Source actual
2026-10-01,Central,Technology,4143.286,624.9371,Actual,0.150831,2026,,,Source actual
2026-10-01,East,Furniture,5813.17,163.9034,Actual,0.028195,2026,,,Source actual
2026-10-01,East,Office Supplies,3593.284,715.9787,Actual,0.199255,2026,,,Source actual
2026-10-01,East,Technology,22939.794,6759.8615,Actual,0.294678,2026,,,Source actual
2026-10-01,South,Furniture,7142.368,-1510.1113,Actual,-0.21143,2026,,,Source actual
2026-10-01,South,Office Supplies,3873.807,-863.5865,Actual,-0.22293,2026,,,Source actual
2026-10-01,South,Technology,1120.776,130.4628,Actual,0.116404,2026,,,Source actual
2026-10-01,West,Furniture,5925.462,-418.6756,Actual,-0.070657,2026,,,Source actual
2026-10-01,West,Office Supplies,16222.213,4864.9914,Actual,0.299897,2026,,,Source actual
2026-10-01,West,Technology,4691.183,262.7161,Actual,0.056002,2026,,,Source actual
2026-11-01,Central,Furniture,5068.496,-518.3203,Actual,-0.102263,2026,,,Source actual
2026-11-01,Central,Office Supplies,6016.676,-1839.8231,Actual,-0.305787,2026,,,Source actual
2026-11-01,Central,Technology,4069.806,839.548,Actual,0.206287,2026,,,Source actual
2026-11-01,East,Furniture,10882.994,263.4004,Actual,0.024203,2026,,,Source actual
2026-11-01,East,Office Supplies,12173.102,2939.9453,Actual,0.241512,2026,,,Source actual
2026-11-01,East,Technology,22584.223,6188.9111,Actual,0.274037,2026,,,Source actual
2026-11-01,South,Furniture,6950.546,-119.1716,Actual,-0.017146,2026,,,Source actual
2026-11-01,South,Office Supplies,6310.291,939.907,Actual,0.148948,2026,,,Source actual
2026-11-01,South,Technology,15456.584,-2445.5428,Actual,-0.15822,2026,,,Source actual
2026-11-01,West,Furniture,14154.679,780.1552,Actual,0.055116,2026,,,Source actual
2026-11-01,West,Office Supplies,6978.948,1571.0737,Actual,0.225116,2026,,,Source actual
2026-11-01,West,Technology,7808.16,1092.0208,Actual,0.139856,2026,,,Source actual
2026-12-01,Central,Furniture,6504.8868,318.0389,Actual,0.048892,2026,,,Source actual
2026-12-01,Central,Office Supplies,7870.802,-2821.5387,Actual,-0.358482,2026,,,Source actual
2026-12-01,Central,Technology,4507.382,1265.1244,Actual,0.280678,2026,,,Source actual
2026-12-01,East,Furniture,7432.046,634.2336,Actual,0.085338,2026,,,Source actual
2026-12-01,East,Office Supplies,9034.6,1663.7533,Actual,0.184154,2026,,,Source actual
2026-12-01,East,Technology,4914.52,1081.9555,Actual,0.220155,2026,,,Source actual
2026-12-01,South,Furniture,5585.283,279.2939,Actual,0.050005,2026,,,Source actual
2026-12-01,South,Office Supplies,5108.69,850.5313,Actual,0.166487,2026,,,Source actual
2026-12-01,South,Technology,4515.764,1197.4727,Actual,0.265176,2026,,,Source actual
2026-12-01,West,Furniture,12394.495,13.2403,Actual,0.001068,2026,,,Source actual
2026-12-01,West,Office Supplies,9242.04,2147.8739,Actual,0.232403,2026,,,Source actual
2026-12-01,West,Technology,8064.524,2025.8478,Actual,0.251205,2026,,,Source actual
2027-01-01,Central,Furniture,2363.80954,-259.728784,Forecast,-0.109877,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,Central,Office Supplies,13466.54528,1895.709978,Forecast,0.140772,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,Central,Technology,7161.74054,1516.869853,Forecast,0.211802,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,East,Furniture,1355.57146,3.745091,Forecast,0.002763,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,East,Office Supplies,3164.4975,362.453194,Forecast,0.114537,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,East,Technology,1491.32248,137.752236,Forecast,0.092369,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,South,Furniture,510.76736,-43.713891,Forecast,-0.085585,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,South,Office Supplies,612.892,13.352078,Forecast,0.021785,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,South,Technology,3980.86604,808.804878,Forecast,0.203173,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,West,Furniture,2160.81636,318.921596,Forecast,0.147593,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,West,Office Supplies,5320.76116,1302.798332,Forecast,0.244852,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-01-01,West,Technology,5325.17712,1843.14672,Forecast,0.346119,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,Central,Furniture,1276.728024,-340.630998,Forecast,-0.2668,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,Central,Office Supplies,1474.82676,-637.17943,Forecast,-0.432037,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,Central,Technology,783.35696,-63.651749,Forecast,-0.081255,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,East,Furniture,1880.32976,-80.214567,Forecast,-0.04266,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,East,Office Supplies,1605.70072,341.646014,Forecast,0.212771,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,East,Technology,1780.60284,289.022006,Forecast,0.162317,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,South,Furniture,835.99444,70.804364,Forecast,0.084695,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,South,Office Supplies,1446.94028,430.243601,Forecast,0.297347,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,South,Technology,30.9096,9.118332,Forecast,0.295,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,West,Furniture,3285.26542,175.448163,Forecast,0.053405,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,West,Office Supplies,3324.77056,915.605825,Forecast,0.275389,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-02-01,West,Technology,3793.77604,708.088766,Forecast,0.186645,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-03-01,Central,Furniture,7724.006728,718.84917,Forecast,0.093067,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-03-01,Central,Office Supplies,3430.38684,385.284104,Forecast,0.112315,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-03-01,Central,Technology,5280.45996,1155.963846,Forecast,0.218913,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-03-01,East,Furniture,1920.56736,125.623653,Forecast,0.06541,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-03-01,East,Office Supplies,2795.38536,833.129769,Forecast,0.298038,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-03-01,East,Technology,4096.02232,415.190298,Forecast,0.101364,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-03-01,South,Furniture,374.286,90.95383,Forecast,0.243006,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-03-01,South,Office Supplies,2182.9852,519.201674,Forecast,0.23784,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-03-01,South,Technology,4485.072,1962.774758,Forecast,0.437624,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
2027-03-01,West,Furniture,3092.26804,358.16093,Forecast,0.115825,2026,0.06,0.005,Prior-year monthly actual; 6% sales growth; margin +0.5 percentage points
